,run,sample,assembler,reference,LSA,breadth_of_coverage,multiplicity,validity,parsimony,identity,lowest_identity,L90,contigs,NA50,NG50,basepairs,Ns,misassembled contigs,misassembly events,distribution,type,algorythm
103,run1,EMS,MINIA,Staphylococcus_aureus,0.033342896446200136,0.956501445501291,1.0005887290873314,0.9999996156874832,1.000589113626252,0.9999974965711373,0.9996706192358367,112.0,175.0,29647.0,29165.0,2600517.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
104,run1,EMS,SKESA,Staphylococcus_aureus,0.06682887177336894,0.9791038627619741,1.0000180317719822,1.0,1.0000180317719822,0.9999996655918789,0.9999789322883749,38.0,63.0,73147.0,63469.0,2661968.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
105,run1,EMS,SPAdes,Staphylococcus_aureus,0.18643104627811002,0.9852157953199597,0.9999018138308099,1.0,0.9999018138308099,0.9999483833665134,0.9997631641272599,11.0,21.0,280950.0,280950.0,2678585.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
106,run1,EMS,Unicycler,Staphylococcus_aureus,0.4796780173460155,0.9850892679804912,0.9998678236947309,1.0,0.9998678236947309,0.9999992185811114,0.9999900297191066,5.0,16.0,394879.0,394879.0,2678241.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
107,run1,EMS,VelvetOptimiser,Staphylococcus_aureus,0.023254915807825568,0.9571697599658671,1.0005502752529076,1.0,1.0005502752529076,1.0,1.0,113.0,175.0,29915.0,27455.0,2602334.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
108,run1,EMS,ABySS,Staphylococcus_aureus_plasmid1,0.9995265898690232,0.9995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6334.0,6334.0,6334.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
110,run1,EMS,GATBMiniaPipeline,Staphylococcus_aureus_plasmid1,0.9995265898690232,0.9995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6334.0,6334.0,6334.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
111,run1,EMS,IDBA-UD,Staphylococcus_aureus_plasmid1,0.9954237020672242,0.9954237020672242,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6308.0,6308.0,6308.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
112,run1,EMS,MEGAHIT,Staphylococcus_aureus_plasmid1,0.9954237020672242,0.9954237020672242,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6308.0,6308.0,6308.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
113,run1,EMS,MetaHipMer2,Staphylococcus_aureus_plasmid1,0.9995265898690232,0.9995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6334.0,6334.0,6334.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
114,run1,EMS,metaSPAdes,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
115,run1,EMS,MINIA,Staphylococcus_aureus_plasmid1,0.995265898690232,0.995265898690232,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6307.0,6307.0,6307.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
116,run1,EMS,SKESA,Staphylococcus_aureus_plasmid1,0.9537636105412656,0.9537636105412656,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6044.0,6044.0,6044.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
117,run1,EMS,SPAdes,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
118,run1,EMS,Unicycler,Staphylococcus_aureus_plasmid1,0.9831150386618274,0.9831150386618274,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6230.0,6230.0,6230.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
119,run1,EMS,VelvetOptimiser,Staphylococcus_aureus_plasmid1,0.9998421966230078,0.9998421966230078,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6336.0,6336.0,6336.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
120,run1,EMS,ABySS,Staphylococcus_aureus_plasmid2,0.9986462093862816,0.9986462093862816,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2213.0,2213.0,2213.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
122,run1,EMS,GATBMiniaPipeline,Staphylococcus_aureus_plasmid2,0.9819494584837545,0.9819494584837545,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2176.0,2176.0,2176.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
123,run1,EMS,IDBA-UD,Staphylococcus_aureus_plasmid2,0.9995487364620939,0.9995487364620939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,2215.0,2215.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
124,run1,EMS,MEGAHIT,Staphylococcus_aureus_plasmid2,0.9995487364620939,0.9995487364620939,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2215.0,2215.0,2215.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
125,run1,EMS,MetaHipMer2,Staphylococcus_aureus_plasmid2,0.9986462093862816,0.9986462093862816,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2213.0,2213.0,2213.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
126,run1,EMS,metaSPAdes,Staphylococcus_aureus_plasmid2,0.9368231046931408,0.9368231046931408,1.0,1.0,1.0,0.9995183044315993,0.9995183044315993,0.0,1.0,2076.0,2076.0,2076.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
127,run1,EMS,MINIA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
128,run1,EMS,SKESA,Staphylococcus_aureus_plasmid2,0.8605595667870036,0.8605595667870036,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1907.0,1907.0,1907.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
129,run1,EMS,SPAdes,Staphylococcus_aureus_plasmid2,0.7125451263537906,0.7125451263537906,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1579.0,1579.0,1579.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
130,run1,EMS,Unicycler,Staphylococcus_aureus_plasmid2,0.9517148014440433,0.9517148014440433,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2109.0,2109.0,2109.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
131,run1,EMS,VelvetOptimiser,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
132,run1,EMS,ABySS,Staphylococcus_aureus_plasmid3,0.9993317741396592,0.9993317741396592,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2991.0,2991.0,2991.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
134,run1,EMS,GATBMiniaPipeline,Staphylococcus_aureus_plasmid3,0.9318409622452389,0.9318409622452389,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2789.0,2789.0,2789.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
135,run1,EMS,IDBA-UD,Staphylococcus_aureus_plasmid3,0.9512195121951219,0.9512195121951219,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2847.0,2847.0,2847.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
136,run1,EMS,MEGAHIT,Staphylococcus_aureus_plasmid3,0.9996658870698296,0.9996658870698296,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
137,run1,EMS,MetaHipMer2,Staphylococcus_aureus_plasmid3,0.9989976612094889,0.9989976612094889,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2990.0,2990.0,2990.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
138,run1,EMS,metaSPAdes,Staphylococcus_aureus_plasmid3,0.5603073838957567,0.9512195121951219,1.0193185809624166,1.0,1.0193185809624166,1.0,1.0,1.0,2.0,1677.0,1677.0,2847.0,0.0,0.0,0.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
139,run1,EMS,MINIA,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Single k-mer De Bruijn graph
140,run1,EMS,SKESA,Staphylococcus_aureus_plasmid3,0.9081189442031407,0.9081189442031407,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2718.0,2718.0,2718.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
141,run1,EMS,SPAdes,Staphylococcus_aureus_plasmid3,0.9996658870698296,0.9996658870698296,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
142,run1,EMS,Unicycler,Staphylococcus_aureus_plasmid3,0.9642499164717675,0.9642499164717675,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2886.0,2886.0,2886.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
143,run1,EMS,VelvetOptimiser,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Even,Genomic,Multiple k-mer De Bruijn graph
144,run1,LNN,ABySS,Bacillus_subtilis,0.0043819612885556605,0.9143423955990555,1.016686067603931,0.9997214178132042,1.0169693771569237,0.9994610887830563,0.9658444022770398,1033.0,1141.0,4141.0,3765.0,3699134.0,400.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
146,run1,LNN,GATBMiniaPipeline,Bacillus_subtilis,0.05162992497918148,0.9821458806523605,1.000361902580758,0.9999607551020254,1.0004011632223424,0.9999565235678991,0.9968942268000708,60.0,94.0,60909.0,60909.0,3973445.0,0.0,1.0,3.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
147,run1,LNN,IDBA-UD,Bacillus_subtilis,0.04091898587059718,0.9814928379106884,1.0002052481576145,0.9999430994772202,1.00026216359764,0.999799350768298,0.9887640449438202,67.0,102.0,53080.0,51975.0,3970803.0,0.0,1.0,1.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
148,run1,LNN,MEGAHIT,Bacillus_subtilis,0.06509862255439572,0.9849577709738073,0.9996172977406012,0.9995480662076732,1.0000692628351437,0.9993370545150919,0.9853508095605242,31.0,57.0,122571.0,124132.0,3984821.0,0.0,1.0,2.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
149,run1,LNN,MetaHipMer2,Bacillus_subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
150,run1,LNN,metaSPAdes,Bacillus_subtilis,0.06505586086086457,0.9833140411357605,1.0000125685899375,1.0,1.0000125685899375,0.9999505822299474,0.9991408934707904,31.0,50.0,115791.0,115791.0,3978171.0,0.0,1.0,3.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
151,run1,LNN,MINIA,Bacillus_subtilis,0.026134315715268423,0.9765349532352682,1.0230872911311664,1.0,1.0230872911311664,0.9999954127283825,0.9991728701406121,103.0,208.0,33942.0,34464.0,3950745.0,0.0,2.0,4.0,Log,Genomic,Single k-mer De Bruijn graph
152,run1,LNN,SKESA,Bacillus_subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
153,run1,LNN,SPAdes,Bacillus_subtilis,0.06505586086086457,0.9812113028301568,1.0001156269145197,1.0,1.0001156269145197,0.9999228337560622,0.997020854021847,39.0,65.0,104069.0,104069.0,3969664.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
154,run1,LNN,Unicycler,Bacillus_subtilis,0.059986746346779536,0.5029536465713896,0.9986145976878181,1.0,0.9986145976878181,0.999995960771008,0.9999070977331846,0.0,23.0,139230.0,10764.0,2034788.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
155,run1,LNN,VelvetOptimiser,Bacillus_subtilis,0.003704942337215749,0.8672869831180294,1.0029523225136607,1.0,1.0029523225136607,1.0,1.0,0.0,1219.0,3489.0,3015.0,3508763.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
156,run1,LNN,ABySS,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
158,run1,LNN,GATBMiniaPipeline,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
159,run1,LNN,IDBA-UD,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
160,run1,LNN,MEGAHIT,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
161,run1,LNN,MetaHipMer2,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
162,run1,LNN,metaSPAdes,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
163,run1,LNN,MINIA,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
164,run1,LNN,SKESA,Enterococcus_faecalis,0.0007422527370569679,0.0007422527370569679,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2112.0,0.0,2112.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
165,run1,LNN,SPAdes,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
166,run1,LNN,Unicycler,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
167,run1,LNN,VelvetOptimiser,Enterococcus_faecalis,0.0012813700186125496,0.005135320546342999,1.0033534081576787,1.0,1.0033534081576787,1.0,1.0,0.0,7.0,1904.0,0.0,14612.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
168,run1,LNN,ABySS,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
170,run1,LNN,GATBMiniaPipeline,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
171,run1,LNN,IDBA-UD,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
172,run1,LNN,MEGAHIT,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
173,run1,LNN,MetaHipMer2,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
174,run1,LNN,metaSPAdes,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
175,run1,LNN,MINIA,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
176,run1,LNN,SKESA,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
177,run1,LNN,SPAdes,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
178,run1,LNN,Unicycler,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
179,run1,LNN,VelvetOptimiser,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
180,run1,LNN,ABySS,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
182,run1,LNN,GATBMiniaPipeline,Escherichia_coli,0.000250764148658863,0.0009100954918271872,1.0,0.9904087691253711,1.0096841134424717,0.9901036757775683,0.9604147031102733,0.0,4.0,1088.0,0.0,4337.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
183,run1,LNN,IDBA-UD,Escherichia_coli,0.000250764148658863,0.0013769994506271622,1.0,0.17750486907595758,5.633648277964036,0.8363605601031613,0.007856488149797041,0.0,7.0,30548.0,0.0,6562.0,0.0,1.0,1.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
184,run1,LNN,MEGAHIT,Escherichia_coli,0.0009520643870002186,0.0028054107978412878,0.9935672077193507,0.9936415320167564,0.9999252000897599,0.9862787942154458,0.9589442815249267,0.0,9.0,1224.0,0.0,13369.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
185,run1,LNN,MetaHipMer2,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
186,run1,LNN,metaSPAdes,Escherichia_coli,0.00025684963845895256,0.001615382775209981,1.0,0.9945736434108527,1.005455962587685,0.9943449575871819,0.9604147031102733,0.0,7.0,1088.0,0.0,7698.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
187,run1,LNN,MINIA,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
188,run1,LNN,SKESA,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
189,run1,LNN,SPAdes,Escherichia_coli,0.00025684963845895256,0.0022789110078956084,1.0,0.9809411977237829,1.0194290976058933,0.9763330487872512,0.8726968174204355,0.0,10.0,1094.0,0.0,10860.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
190,run1,LNN,Unicycler,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
191,run1,LNN,VelvetOptimiser,Escherichia_coli,0.000250764148658863,0.0009046395354546931,1.0,0.9930891499654457,1.0069589422407794,0.9897360703812317,0.9589442815249267,0.0,4.0,1088.0,0.0,4311.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
192,run1,LNN,ABySS,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
194,run1,LNN,GATBMiniaPipeline,Lactobacillus_fermentum,0.0012097622830234925,0.0020348149116191237,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2305.0,0.0,3877.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
195,run1,LNN,IDBA-UD,Lactobacillus_fermentum,0.0012097622830234925,0.0020348149116191237,1.0,0.9994844031967002,1.0005158627805004,0.9995665366276549,0.99913307325531,0.0,2.0,2307.0,0.0,3877.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
196,run1,LNN,MEGAHIT,Lactobacillus_fermentum,0.0012097622830234925,0.002194891916531126,1.0,0.992406264831514,1.0076518412242945,0.9931536157466838,0.9863072314933675,0.0,2.0,2337.0,0.0,4182.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
197,run1,LNN,MetaHipMer2,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
198,run1,LNN,metaSPAdes,Lactobacillus_fermentum,0.0012097622830234925,0.003547936240016837,1.0,0.9952885747938751,1.004733727810651,0.9965768078733419,0.9863072314933675,0.0,4.0,1877.0,0.0,6760.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
199,run1,LNN,MINIA,Lactobacillus_fermentum,0.0007956614408085096,0.001431245876705017,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1516.0,0.0,2727.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
200,run1,LNN,SKESA,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
201,run1,LNN,SPAdes,Lactobacillus_fermentum,0.0012097622830234925,0.002805808748392013,1.0,0.9966442953020134,1.0033670033670035,0.9974171330176497,0.9922513990529488,0.0,3.0,1808.0,0.0,5346.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
202,run1,LNN,Unicycler,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
203,run1,LNN,VelvetOptimiser,Lactobacillus_fermentum,0.0005631561517068145,0.0005631561517068145,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1073.0,0.0,1073.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
204,run1,LNN,ABySS,Listeria_monocytogenes,0.24421606888517422,0.9898303736671811,1.0003261407922115,1.0,1.0003261407922115,0.999993911224426,0.9999454771334992,8.0,13.0,351511.0,351511.0,2961911.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
206,run1,LNN,GATBMiniaPipeline,Listeria_monocytogenes,0.2112776547600508,0.9862839875923274,1.000010165015473,1.0,1.000010165015473,1.0,1.0,10.0,18.0,351149.0,351149.0,2951299.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
207,run1,LNN,IDBA-UD,Listeria_monocytogenes,0.19577207418136028,0.9866987129144997,0.9998465727814018,1.0,0.9998465727814018,0.9997760595783503,0.9951456310679612,11.0,23.0,254555.0,254555.0,2952540.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
208,run1,LNN,MEGAHIT,Listeria_monocytogenes,0.361235447017754,0.9898494222919706,0.9997251827163561,0.9999871673299131,0.9997380120244378,0.9997207248740372,0.9973640856672158,7.0,17.0,543128.0,543128.0,2961968.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
209,run1,LNN,MetaHipMer2,Listeria_monocytogenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
210,run1,LNN,metaSPAdes,Listeria_monocytogenes,0.21125058566166569,0.9893912527378221,1.0000533676147074,1.0,1.0000533676147074,0.999515988802401,0.9964047252182845,8.0,16.0,351104.0,351104.0,2960597.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
211,run1,LNN,MINIA,Listeria_monocytogenes,0.054075369727123436,0.9773675602588207,1.0003644920464827,1.0,1.0003644920464827,0.99992569972286,0.9935358758888171,49.0,87.0,64777.0,64473.0,2924618.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
212,run1,LNN,SKESA,Listeria_monocytogenes,0.019807896289929426,0.9557640804426767,1.0000003496536505,1.0,1.0000003496536505,0.99999808001536,0.9993798449612403,232.0,323.0,14061.0,13581.0,2859973.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
213,run1,LNN,SPAdes,Listeria_monocytogenes,0.21141934979357305,0.9872658272349886,1.0,1.0,1.0,1.0,1.0,8.0,13.0,351104.0,351104.0,2954237.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
214,run1,LNN,Unicycler,Listeria_monocytogenes,0.2434160266440133,0.986541645306586,0.9999939025836109,1.0,0.9999939025836109,1.0,1.0,7.0,15.0,350999.0,350999.0,2952070.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
215,run1,LNN,VelvetOptimiser,Listeria_monocytogenes,0.00534664821066576,0.8466301646001694,1.0030232015621652,1.0,1.0030232015621652,1.0,1.0,0.0,957.0,3123.0,2709.0,2533407.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
216,run1,LNN,ABySS,Pseudomonas_aeruginosa,0.12533460535633575,0.9984210131133204,1.0098717044121561,0.9999415968956414,1.009930687499493,0.9999038219096268,0.9983859200052172,25.0,58.0,245341.0,245341.0,6781605.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
218,run1,LNN,GATBMiniaPipeline,Pseudomonas_aeruginosa,0.0685258225086237,0.9887396519309279,1.0005805672137211,1.0,1.0005805672137211,1.0,1.0,36.0,99.0,211558.0,211019.0,6715846.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
